[  578.212942] motor_ctrl: Removing motor_ctrl module
[  581.318319] motor_ctrl: Inserting module...
[  581.428837] motor_ctrl: Inserting module successful.
[  601.453140]  Jitter 20002106 
[  601.453145]  Jitter 19997991 
[  601.453151]  Jitter 20008460 
[  601.453156]  Jitter 19997522 
[  601.453163]  Jitter 20000544 
[  601.453168]  Jitter 20003251 
[  601.453173]  Jitter 19990856 
[  601.453179]  Jitter 20011377 
[  601.453184]  Jitter 19989606 
[  601.453190]  Jitter 20018564 
[  601.453195]  Jitter 19988720 
[  601.453200]  Jitter 19996064 
[  601.453207]  Jitter 19994971 
[  601.453212]  Jitter 20007366 
[  601.453218]  Jitter 19992314 
[  601.453224]  Jitter 20004241 
[  601.453229]  Jitter 19998148 
[  601.453234]  Jitter 20005491 
[  601.453240]  Jitter 19993668 
[  601.453245]  Jitter 20015961 
[  601.453251]  Jitter 19991376 
[  601.453257]  Jitter 19995803 
[  601.453262]  Jitter 20003616 
[  601.453268]  Jitter 19992886 
[  601.453273]  Jitter 19999345 
[  601.453279]  Jitter 20010543 
[  601.453284]  Jitter 19995543 
[  601.453289]  Jitter 20000595 
[  601.453296]  Jitter 20000386 
[  601.453301]  Jitter 19993147 
[  601.453306]  Jitter 19999397 
[  601.453312]  Jitter 20003720 
[  601.453318]  Jitter 19999814 
[  601.453323]  Jitter 19996271 
[  601.453329]  Jitter 20003877 
[  601.453335]  Jitter 19999813 
[  601.453341]  Jitter 19996220 
[  601.453346]  Jitter 20000126 
[  601.453351]  Jitter 20004033 
[  601.453357]  Jitter 19999657 
[  601.453362]  Jitter 19999970 
[  601.453367]  Jitter 19996220 
[  601.453372]  Jitter 20004136 
[  601.453378]  Jitter 19999606 
[  601.453385]  Jitter 19999813 
[  601.453390]  Jitter 19996481 
[  601.453395]  Jitter 20004397 
[  601.453401]  Jitter 20005386 
[  601.453406]  Jitter 19994501 
[  601.453412]  Jitter 19995804 
[  601.453417]  Jitter 20004084 
[  601.453422]  Jitter 19999918 
[  601.453429]  Jitter 19999605 
[  601.453434]  Jitter 19996324 
[  601.453440]  Jitter 20000022 
[  601.453446]  Jitter 20005231 
[  601.453451]  Jitter 19998303 
[  601.453456]  Jitter 19996376 
[  601.453461]  Jitter 20004605 
[  601.453467]  Jitter 19999033 
[  601.453474]  Jitter 19996584 
[  601.453479]  Jitter 19999762 
[  601.453484]  Jitter 20004084 
[  601.453490]  Jitter 19999762 
[  601.453495]  Jitter 19999813 
[  601.453501]  Jitter 19996376 
[  601.453507]  Jitter 20003981 
[  601.453512]  Jitter 19999605 
[  601.453518]  Jitter 20000282 
[  601.453523]  Jitter 19996116 
[  601.453529]  Jitter 20003980 
[  601.453535]  Jitter 19999657 
[  601.453540]  Jitter 19998823 
[  601.453545]  Jitter 19997834 
[  601.453550]  Jitter 19999761 
[  601.453556]  Jitter 20005647 
[  601.453563]  Jitter 19998303 
[  601.453568]  Jitter 19996115 
[  601.453573]  Jitter 20003875 
[  601.453579]  Jitter 19999761 
[  601.453584]  Jitter 20000074 
[  601.453590]  Jitter 19996219 
[  601.453596]  Jitter 20003980 
[  601.453601]  Jitter 19999709 
[  601.453607]  Jitter 19999865 
[  601.453612]  Jitter 19996480 
[  601.453618]  Jitter 20004188 
[  601.453624]  Jitter 19999449 
[  601.453629]  Jitter 19999969 
[  601.453634]  Jitter 19996324 
[  601.453639]  Jitter 20004240 
[  601.453644]  Jitter 19999657 
[  601.453651]  Jitter 19999657 
[  601.453657]  Jitter 19996479 
[  601.453662]  Jitter 20004032 
[  601.453668]  Jitter 19999813 
[  601.453673]  Jitter 19999814 
[  601.453678]  Jitter 19996323 
[  601.453684]  Jitter 20010386 
[  601.453690]  Jitter 19989865 
[  601.453696]  Jitter 19999709 
[  601.453701]  Jitter 19999970 
[  601.453706]  Jitter 20006896 
[  601.453713]  Jitter 19997001 
[  601.453718]  Jitter 19999709 
[  601.453723]  Jitter 19996480 
[  601.453728]  Jitter 20003823 
[  601.453734]  Jitter 19999813 
[  601.453740]  Jitter 19999970 
[  601.453746]  Jitter 19996427 
[  601.453751]  Jitter 20004136 
[  601.453756]  Jitter 19999345 
[  601.453761]  Jitter 20000125 
[  601.453767]  Jitter 19996428 
[  601.453772]  Jitter 20003980 
[  601.453777]  Jitter 19999605 
[  601.453783]  Jitter 19999865 
[  601.453789]  Jitter 19996428 
[  601.453794]  Jitter 20003927 
[  601.453800]  Jitter 20004761 
[  601.453805]  Jitter 19994969 
[  601.453810]  Jitter 19996584 
[  601.453815]  Jitter 20003510 
[  601.453821]  Jitter 19998198 
[  601.453826]  Jitter 19998303 
[  601.453831]  Jitter 19999812 
[  601.453837]  Jitter 20005750 
[  601.453843]  Jitter 19998511 
[  601.453848]  Jitter 19999344 
[  601.453853]  Jitter 19996375 
[  601.453859]  Jitter 20004083 
[  601.453864]  Jitter 19999553 
[  601.453869]  Jitter 20000177 
[  601.453875]  Jitter 19996271 
[  601.453880]  Jitter 20003875 
[  601.453885]  Jitter 19999604 
[  601.453890]  Jitter 20000125 
[  601.453896]  Jitter 19996375 
[  601.453901]  Jitter 20003823 
[  601.453907]  Jitter 19999709 
[  601.453912]  Jitter 20000021 
[  601.453918]  Jitter 19996375 
[  601.453923]  Jitter 20003979 
[  601.453929]  Jitter 19999657 
[  601.453934]  Jitter 19999968 
[  601.453939]  Jitter 19996480 
[  601.453944]  Jitter 20003771 
[  601.453950]  Jitter 19999812 
[  601.453955]  Jitter 20000125 
[  601.453960]  Jitter 19998042 
[  601.453966]  Jitter 20003875 
[  601.453972]  Jitter 19998146 
[  601.453977]  Jitter 19999657 
[  601.453983]  Jitter 19996531 
[  601.453988]  Jitter 20004136 
[  601.453993]  Jitter 19999500 
[  601.453999]  Jitter 19999864 
[  601.454004]  Jitter 19996584 
[  601.454009]  Jitter 20003823 
[  601.454015]  Jitter 19999813 
[  601.454021]  Jitter 19999916 
[  601.454027]  Jitter 19996323 
[  601.454032]  Jitter 20004448 
[  601.454037]  Jitter 19999084 
[  601.454043]  Jitter 19996531 
[  601.454048]  Jitter 20000021 
[  601.454053]  Jitter 20006115 
[  601.454058]  Jitter 19997417 
[  601.454064]  Jitter 20000229 
[  601.454070]  Jitter 19996375 
[  601.454075]  Jitter 20004187 
[  601.454081]  Jitter 19999396 
[  601.454086]  Jitter 19999812 
[  601.454092]  Jitter 19996374 
[  601.454097]  Jitter 20002365 
[  601.454102]  Jitter 20003770 
[  601.454107]  Jitter 19997781 
[  601.454113]  Jitter 19997520 
[  601.454118]  Jitter 19998979 
[  601.454123]  Jitter 20006114 
[  601.454128]  Jitter 19999604 
[  601.454134]  Jitter 19997573 
[  601.454140]  Jitter 19997260 
[  601.454145]  Jitter 20003614 
[  601.454150]  Jitter 19999135 
[  601.454156]  Jitter 19999968 
[  601.454161]  Jitter 19996219 
[  601.454166]  Jitter 20004083 
[  601.454172]  Jitter 19999760 
[  601.454178]  Jitter 19999708 
[  601.454184]  Jitter 19996635 
[  601.454189]  Jitter 20003822 
[  601.454194]  Jitter 19999812 
[  601.454200]  Jitter 19999917 
[  601.454205]  Jitter 19996322 
[  601.454210]  Jitter 20003823 
[  601.454216]  Jitter 20000020 
[  601.454221]  Jitter 20000073 
[  601.454226]  Jitter 19996166 
[  601.454231]  Jitter 20000073 
[  601.454237]  Jitter 20008301 
[  601.454243]  Jitter 19995802 
[  601.454248]  Jitter 19995854 
[  601.454253]  Jitter 20004031 
[  601.454259]  Jitter 19999760 
[  601.454264]  Jitter 19999916 
[  601.454270]  Jitter 19996531 
[  601.454275]  Jitter 20003562 
[  601.454281]  Jitter 20000802 
[  601.454286]  Jitter 19998926 
[  601.454292]  Jitter 19996427 
[  601.454297]  Jitter 20004135 
[  601.454304]  Jitter 19999708 
[  601.454309]  Jitter 19999812 
[  601.454314]  Jitter 19997260 
[  601.454320]  Jitter 20002990 
[  601.454325]  Jitter 19999707 
[  601.454330]  Jitter 20000386 
[  601.454336]  Jitter 19995957 
[  601.454341]  Jitter 20009136 
[  601.454348]  Jitter 19995176 
[  601.454353]  Jitter 19999343 
[  601.454358]  Jitter 19996374 
[  601.454364]  Jitter 20003874 
[  601.454370]  Jitter 19996114 
[  601.454375]  Jitter 20002832 
[  601.454381]  Jitter 20004603 
[  601.454386]  Jitter 19994812 
[  601.454392]  Jitter 20000020 
[  601.454397]  Jitter 20006999 
[  601.454403]  Jitter 19998770 
[  601.454409]  Jitter 19998041 
[  601.454414]  Jitter 19996530 
[  601.454419]  Jitter 19999916 
[  601.454424]  Jitter 19999968 
[  601.454430]  Jitter 20000384 
[  601.454437]  Jitter 20019187 
[  601.454442]  Jitter 19980697 
[  601.454447]  Jitter 19996791 
[  601.454453]  Jitter 20004499 
[  601.454458]  Jitter 19998197 
[  601.454464]  Jitter 19998041 
[  601.454470]  Jitter 19999186 
[  601.454475]  Jitter 20006531 
[  601.454481]  Jitter 19998145 
[  601.454486]  Jitter 19999395 
